(0.961304,0.539185)
(-3.55872,1.46289)
(-1.55774,-1.60498)
(3.22546,2.40894)
(-3.00781,-0.207275)
(2.75977,0.518433)
(-2.48254,1.17883)
(2.37366,0.146606)
(-2.47656,-5.21191)
(-4.18396,4.29016)
(0.518066,-0.00341797)
(1.23657,0.09021)
(-0.394043,-1.63123)
(-1.21716,-0.057251)
(0.584717,-3.10266)
(-2.20874,-2.6167)
(5.53772,-0.271606)
(-2.09802,1.12244)
(-2.09888,7.11829)
(-0.00878906,-1.98669)
(-0.776123,-0.82605)
(3.87451,2.84509)
(-2.89368,2.91846)
(-2.59839,-0.179321)
(1.51294,-2.22559)
(-5.2218,-2.41321)
(-1.47595,0.442261)
(-2.74902,0.218506)
(0.802368,1.09192)
(1.88037,2.18604)
(-2.1698,-2.78699)
(0.839966,3.55713)
(-4.71533,-1.54761)
(2.13782,-0.537476)
(-1.27173,-2.08728)
(-2.4574,1.80725)
(-0.782104,4.47839)
(-0.578247,4.34827)
(-2.42871,0.861084)
(-0.178589,-1.74915)
(-1.36304,-2.00098)
(3.16956,-1.82117)
(-2.81104,-0.234863)
(-1.19092,0.284668)
(0.558472,-1.98694)
(1.59448,-0.152466)
(-1.52014,-2.29626)
(-5.01343,-0.498901)
(-2.75793,0.609253)
(0.229614,-1.8324)
(-3.53589,2.8739)
(-1.07068,-1.27283)
(-1.49573,1.92822)
(-0.28479,-2.86499)
(-6.66479,1.33472)
(-0.757935,-0.147827)
(0.0620117,3.0791)
(1.83643,-3.22656)
(-0.795898,-5.71619)
(3.36011,0.166504)
(3.25098,1.00757)
(-2.75415,0.362793)
(0.557861,-0.231445)
(-0.167847,0.12854)
(0.689819,-1.18005)
(1.85449,2.49768)
(-0.581421,0.601807)
(1.30505,2.7301)
(-3.63782,3.1123)
(-0.861816,-0.123413)
(-4.66321,-0.822266)
(1.17297,2.70386)
(0.111938,2.48779)
(0.88269,3.32446)
(0.0109863,1.75696)
(-0.943359,-0.574829)
(-4.50061,-1.16357)
(-3.14185,-2.30615)
(1.80652,0.0820313)
(2.92371,-1.18909)
(3.59216,-0.799683)
(4.29504,4.18054)
(-3.19324,3.35266)
(1.34644,1.15479)
(2.21265,-0.129883)
(-3.32825,-2.224)
(2.59998,6.17224)
(0.261108,-5.651)
(3.62012,-0.592896)
(1.47168,-4.4104)
(-1.2655,5.86597)
(5.94507,-1.08386)
(-1.6582,1.37427)
(-0.0643311,-4.24329)
(2.63855,1.9248)
(-1.86707,4.30408)
(-0.0593262,-2.57483)
(4.49426,-5.2356)
(-1.65906,4.84985)
(-1.12427,-4.96912)
(2.70227,-3.38403)
(-0.621216,1.44324)
(-0.495483,-2.69629)
(-2.22266,2.91626)
(-7.99292,-1.16968)
(-2.3949,0.69458)
(3.29053,0.646729)
(0.858887,-1.34851)
(-3.23132,4.07458)
(-0.0559082,-0.0803223)
(-5.21643,-3.24719)
(2.68127,5.9165)
(5.89551,-0.819458)
(1.26733,-1.26636)
(1.06372,4.07568)
(-3.89221,1.63916)
(2.55273,-0.430176)
(-3.52966,-1.81152)
(-3.10449,-0.911377)
(-0.742065,2.58691)
(-2.20911,-0.247192)
(2.96997,-0.0187988)
(3.67065,0.674927)
(0.359009,-1.21912)
(-0.545776,-2.58606)
(-3.64417,0.853027)
(1.45947,0.831543)
(-7.01331,-0.30188)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
